segment_filename,label
a0009_segment_08_spectrogram,0
a0009_segment_09_spectrogram,0
a0010_segment_00_spectrogram,1
a0010_segment_01_spectrogram,1
a0010_segment_02_spectrogram,1
a0010_segment_03_spectrogram,1
a0010_segment_04_spectrogram,1
a0010_segment_05_spectrogram,1
a0010_segment_06_spectrogram,1
a0010_segment_07_spectrogram,1
a0010_segment_08_spectrogram,1
a0010_segment_09_spectrogram,1
a0011_segment_00_spectrogram,0
a0011_segment_01_spectrogram,0
a0011_segment_02_spectrogram,0
a0011_segment_03_spectrogram,0
a0011_segment_04_spectrogram,0
a0011_segment_05_spectrogram,0
a0011_segment_06_spectrogram,0
a0011_segment_07_spectrogram,0
a0011_segment_08_spectrogram,0
a0011_segment_09_spectrogram,0
a0012_segment_00_spectrogram,0
a0012_segment_01_spectrogram,0
a0012_segment_02_spectrogram,0
a0012_segment_03_spectrogram,0
a0012_segment_04_spectrogram,0
a0012_segment_05_spectrogram,0
a0012_segment_06_spectrogram,0
a0012_segment_07_spectrogram,0
a0012_segment_08_spectrogram,0
a0012_segment_09_spectrogram,0
a0013_segment_00_spectrogram,1
a0013_segment_01_spectrogram,1
a0013_segment_02_spectrogram,1
a0013_segment_03_spectrogram,1
a0013_segment_04_spectrogram,1
a0013_segment_05_spectrogram,1
a0013_segment_06_spectrogram,1
a0013_segment_07_spectrogram,1
a0013_segment_08_spectrogram,1
a0013_segment_09_spectrogram,1
a0014_segment_00_spectrogram,1
a0014_segment_01_spectrogram,1
a0014_segment_02_spectrogram,1
a0014_segment_03_spectrogram,1
a0014_segment_04_spectrogram,1
a0014_segment_05_spectrogram,1
a0014_segment_06_spectrogram,1
a0014_segment_07_spectrogram,1
a0014_segment_08_spectrogram,1
a0014_segment_09_spectrogram,1
a0015_segment_00_spectrogram,1
a0015_segment_01_spectrogram,1
a0015_segment_02_spectrogram,1
a0015_segment_03_spectrogram,1
a0015_segment_04_spectrogram,1
a0015_segment_05_spectrogram,1
a0015_segment_06_spectrogram,1
a0015_segment_07_spectrogram,1
a0015_segment_08_spectrogram,1
a0015_segment_09_spectrogram,1
a0016_segment_00_spectrogram,0
a0016_segment_01_spectrogram,0
a0016_segment_02_spectrogram,0
a0016_segment_03_spectrogram,0
a0016_segment_04_spectrogram,0
a0016_segment_05_spectrogram,0
a0016_segment_06_spectrogram,0
a0016_segment_07_spectrogram,0
a0016_segment_08_spectrogram,0
a0016_segment_09_spectrogram,0
a0017_segment_00_spectrogram,1
a0017_segment_01_spectrogram,1
a0017_segment_02_spectrogram,1
a0017_segment_03_spectrogram,1
a0017_segment_04_spectrogram,1
a0017_segment_05_spectrogram,1
a0017_segment_06_spectrogram,1
a0017_segment_07_spectrogram,1
a0017_segment_08_spectrogram,1
a0017_segment_09_spectrogram,1
a0018_segment_00_spectrogram,1
a0018_segment_01_spectrogram,1
a0018_segment_02_spectrogram,1
a0018_segment_03_spectrogram,1
a0018_segment_04_spectrogram,1
a0018_segment_05_spectrogram,1
a0018_segment_06_spectrogram,1
a0019_segment_00_spectrogram,0
a0019_segment_01_spectrogram,0
a0019_segment_02_spectrogram,0
a0019_segment_03_spectrogram,0
a0019_segment_04_spectrogram,0
a0019_segment_05_spectrogram,0
a0019_segment_06_spectrogram,0
a0019_segment_07_spectrogram,0
a0019_segment_08_spectrogram,0
a0019_segment_09_spectrogram,0
a0020_segment_00_spectrogram,1
a0020_segment_01_spectrogram,1
a0020_segment_02_spectrogram,1
a0020_segment_03_spectrogram,1
a0020_segment_04_spectrogram,1
a0020_segment_05_spectrogram,1
a0020_segment_06_spectrogram,1
a0020_segment_07_spectrogram,1
a0020_segment_08_spectrogram,1
a0020_segment_09_spectrogram,1
a0021_segment_00_spectrogram,1
a0021_segment_01_spectrogram,1
a0021_segment_02_spectrogram,1
a0021_segment_03_spectrogram,1
a0021_segment_04_spectrogram,1
a0021_segment_05_spectrogram,1
a0021_segment_06_spectrogram,1
a0021_segment_07_spectrogram,1
a0021_segment_08_spectrogram,1
a0021_segment_09_spectrogram,1
a0022_segment_00_spectrogram,1
a0022_segment_01_spectrogram,1
a0022_segment_02_spectrogram,1
a0022_segment_03_spectrogram,1
a0022_segment_04_spectrogram,1
a0022_segment_05_spectrogram,1
a0022_segment_06_spectrogram,1
a0022_segment_07_spectrogram,1
a0022_segment_08_spectrogram,1
a0022_segment_09_spectrogram,1
a0023_segment_00_spectrogram,1
a0023_segment_01_spectrogram,1
a0023_segment_02_spectrogram,1
a0023_segment_03_spectrogram,1
a0023_segment_04_spectrogram,1
a0023_segment_05_spectrogram,1
a0023_segment_06_spectrogram,1
a0023_segment_07_spectrogram,1
a0023_segment_08_spectrogram,1
a0023_segment_09_spectrogram,1
a0024_segment_00_spectrogram,1
a0024_segment_01_spectrogram,1
a0024_segment_02_spectrogram,1
a0024_segment_03_spectrogram,1
a0024_segment_04_spectrogram,1
a0024_segment_05_spectrogram,1
a0024_segment_06_spectrogram,1
a0025_segment_00_spectrogram,0
a0025_segment_01_spectrogram,0
a0025_segment_02_spectrogram,0
a0025_segment_03_spectrogram,0
a0025_segment_04_spectrogram,0
a0025_segment_05_spectrogram,0
a0025_segment_06_spectrogram,0
a0025_segment_07_spectrogram,0
a0025_segment_08_spectrogram,0
a0025_segment_09_spectrogram,0
a0026_segment_00_spectrogram,1
a0026_segment_01_spectrogram,1
a0026_segment_02_spectrogram,1
a0026_segment_03_spectrogram,1
a0026_segment_04_spectrogram,1
a0026_segment_05_spectrogram,1
a0026_segment_06_spectrogram,1
a0026_segment_07_spectrogram,1
a0026_segment_08_spectrogram,1
a0026_segment_09_spectrogram,1
a0027_segment_00_spectrogram,0
a0027_segment_01_spectrogram,0
a0027_segment_02_spectrogram,0
a0027_segment_03_spectrogram,0
a0027_segment_04_spectrogram,0
a0027_segment_05_spectrogram,0
a0027_segment_06_spectrogram,0
a0027_segment_07_spectrogram,0
a0027_segment_08_spectrogram,0
a0027_segment_09_spectrogram,0
a0028_segment_00_spectrogram,0
a0028_segment_01_spectrogram,0
a0028_segment_02_spectrogram,0
a0028_segment_03_spectrogram,0
a0028_segment_04_spectrogram,0
a0028_segment_05_spectrogram,0
a0028_segment_06_spectrogram,0
a0028_segment_07_spectrogram,0
a0028_segment_08_spectrogram,0
a0028_segment_09_spectrogram,0
a0029_segment_00_spectrogram,0
a0029_segment_01_spectrogram,0
a0029_segment_02_spectrogram,0
a0029_segment_03_spectrogram,0
a0029_segment_04_spectrogram,0
a0029_segment_05_spectrogram,0
a0029_segment_06_spectrogram,0
a0029_segment_07_spectrogram,0
a0029_segment_08_spectrogram,0
a0029_segment_09_spectrogram,0
a0030_segment_00_spectrogram,1
a0030_segment_01_spectrogram,1
a0030_segment_02_spectrogram,1
a0030_segment_03_spectrogram,1
a0030_segment_04_spectrogram,1
a0030_segment_05_spectrogram,1
a0030_segment_06_spectrogram,1
a0030_segment_07_spectrogram,1
a0030_segment_08_spectrogram,1
a0030_segment_09_spectrogram,1
a0031_segment_00_spectrogram,1
a0031_segment_01_spectrogram,1
a0031_segment_02_spectrogram,1
a0031_segment_03_spectrogram,1
a0031_segment_04_spectrogram,1
a0031_segment_05_spectrogram,1
a0031_segment_06_spectrogram,1
a0031_segment_07_spectrogram,1
a0031_segment_08_spectrogram,1
a0031_segment_09_spectrogram,1
a0032_segment_00_spectrogram,0
a0032_segment_01_spectrogram,0
a0032_segment_02_spectrogram,0
a0032_segment_03_spectrogram,0
a0032_segment_04_spectrogram,0
a0032_segment_05_spectrogram,0
a0032_segment_06_spectrogram,0
a0032_segment_07_spectrogram,0
a0032_segment_08_spectrogram,0
a0032_segment_09_spectrogram,0
a0033_segment_00_spectrogram,1
a0033_segment_01_spectrogram,1
a0033_segment_02_spectrogram,1
a0033_segment_03_spectrogram,1
a0033_segment_04_spectrogram,1
a0033_segment_05_spectrogram,1
a0033_segment_06_spectrogram,1
a0033_segment_07_spectrogram,1
a0033_segment_08_spectrogram,1
a0033_segment_09_spectrogram,1
a0034_segment_00_spectrogram,1
a0034_segment_01_spectrogram,1
a0034_segment_02_spectrogram,1
a0034_segment_03_spectrogram,1
a0034_segment_04_spectrogram,1
a0034_segment_05_spectrogram,1
a0034_segment_06_spectrogram,1
a0034_segment_07_spectrogram,1
a0034_segment_08_spectrogram,1
a0034_segment_09_spectrogram,1
a0035_segment_00_spectrogram,0
a0035_segment_01_spectrogram,0
a0035_segment_02_spectrogram,0
a0035_segment_03_spectrogram,0
a0035_segment_04_spectrogram,0
a0035_segment_05_spectrogram,0
a0035_segment_06_spectrogram,0
a0035_segment_07_spectrogram,0
a0035_segment_08_spectrogram,0
a0035_segment_09_spectrogram,0
a0036_segment_00_spectrogram,1
a0036_segment_01_spectrogram,1
a0036_segment_02_spectrogram,1
a0036_segment_03_spectrogram,1
a0036_segment_04_spectrogram,1
a0036_segment_05_spectrogram,1
a0036_segment_06_spectrogram,1
a0036_segment_07_spectrogram,1
a0036_segment_08_spectrogram,1
a0036_segment_09_spectrogram,1
a0037_segment_00_spectrogram,1
a0037_segment_01_spectrogram,1
a0037_segment_02_spectrogram,1
a0037_segment_03_spectrogram,1
a0037_segment_04_spectrogram,1
a0037_segment_05_spectrogram,1
a0037_segment_06_spectrogram,1
a0037_segment_07_spectrogram,1
a0037_segment_08_spectrogram,1
a0037_segment_09_spectrogram,1
a0038_segment_00_spectrogram,0
a0038_segment_01_spectrogram,0
a0038_segment_02_spectrogram,0
a0038_segment_03_spectrogram,0
a0038_segment_04_spectrogram,0
a0038_segment_05_spectrogram,0
a0038_segment_06_spectrogram,0
a0038_segment_07_spectrogram,0
a0038_segment_08_spectrogram,0
a0038_segment_09_spectrogram,0
a0039_segment_00_spectrogram,1
a0039_segment_01_spectrogram,1
a0039_segment_02_spectrogram,1
a0039_segment_03_spectrogram,1
a0039_segment_04_spectrogram,1
a0039_segment_05_spectrogram,1
a0039_segment_06_spectrogram,1
a0039_segment_07_spectrogram,1
a0039_segment_08_spectrogram,1
a0039_segment_09_spectrogram,1
a0040_segment_00_spectrogram,1
a0040_segment_01_spectrogram,1
a0040_segment_02_spectrogram,1
a0040_segment_03_spectrogram,1
a0040_segment_04_spectrogram,1
a0040_segment_05_spectrogram,1
a0040_segment_06_spectrogram,1
a0040_segment_07_spectrogram,1
a0040_segment_08_spectrogram,1
a0040_segment_09_spectrogram,1
a0041_segment_00_spectrogram,1
a0041_segment_01_spectrogram,1
a0041_segment_02_spectrogram,1
a0041_segment_03_spectrogram,1
a0041_segment_04_spectrogram,1
a0041_segment_05_spectrogram,1
a0041_segment_06_spectrogram,1
a0041_segment_07_spectrogram,1
a0041_segment_08_spectrogram,1
a0041_segment_09_spectrogram,1
a0042_segment_00_spectrogram,1
a0042_segment_01_spectrogram,1
a0042_segment_02_spectrogram,1
a0042_segment_03_spectrogram,1
a0042_segment_04_spectrogram,1
a0042_segment_05_spectrogram,1
a0042_segment_06_spectrogram,1
a0042_segment_07_spectrogram,1
a0042_segment_08_spectrogram,1
a0042_segment_09_spectrogram,1
a0043_segment_00_spectrogram,1
a0043_segment_01_spectrogram,1
a0043_segment_02_spectrogram,1
a0043_segment_03_spectrogram,1
a0043_segment_04_spectrogram,1
a0043_segment_05_spectrogram,1
a0043_segment_06_spectrogram,1
a0043_segment_07_spectrogram,1
a0043_segment_08_spectrogram,1
a0043_segment_09_spectrogram,1
a0044_segment_00_spectrogram,1
a0044_segment_01_spectrogram,1
a0044_segment_02_spectrogram,1
a0044_segment_03_spectrogram,1
a0044_segment_04_spectrogram,1
a0044_segment_05_spectrogram,1
a0044_segment_06_spectrogram,1
a0044_segment_07_spectrogram,1
a0044_segment_08_spectrogram,1
a0044_segment_09_spectrogram,1
a0045_segment_00_spectrogram,1
a0045_segment_01_spectrogram,1
a0045_segment_02_spectrogram,1
a0045_segment_03_spectrogram,1
a0045_segment_04_spectrogram,1
a0045_segment_05_spectrogram,1
a0045_segment_06_spectrogram,1
a0045_segment_07_spectrogram,1
a0045_segment_08_spectrogram,1
a0045_segment_09_spectrogram,1
a0046_segment_00_spectrogram,1
a0046_segment_01_spectrogram,1
a0046_segment_02_spectrogram,1
a0046_segment_03_spectrogram,1
a0046_segment_04_spectrogram,1
a0046_segment_05_spectrogram,1
a0046_segment_06_spectrogram,1
a0046_segment_07_spectrogram,1
a0046_segment_08_spectrogram,1
a0046_segment_09_spectrogram,1
a0047_segment_00_spectrogram,1
a0047_segment_01_spectrogram,1
a0047_segment_02_spectrogram,1
a0047_segment_03_spectrogram,1
a0047_segment_04_spectrogram,1
a0047_segment_05_spectrogram,1
a0047_segment_06_spectrogram,1
a0047_segment_07_spectrogram,1
a0047_segment_08_spectrogram,1
a0047_segment_09_spectrogram,1
a0048_segment_00_spectrogram,1
a0048_segment_01_spectrogram,1
a0048_segment_02_spectrogram,1
a0048_segment_03_spectrogram,1
a0048_segment_04_spectrogram,1
a0048_segment_05_spectrogram,1
a0048_segment_06_spectrogram,1
a0048_segment_07_spectrogram,1
a0048_segment_08_spectrogram,1
a0048_segment_09_spectrogram,1
a0049_segment_00_spectrogram,0
a0049_segment_01_spectrogram,0
a0049_segment_02_spectrogram,0
a0049_segment_03_spectrogram,0
a0049_segment_04_spectrogram,0
a0049_segment_05_spectrogram,0
a0049_segment_06_spectrogram,0
a0049_segment_07_spectrogram,0
a0049_segment_08_spectrogram,0
a0049_segment_09_spectrogram,0
a0050_segment_00_spectrogram,0
a0050_segment_01_spectrogram,0
a0050_segment_02_spectrogram,0
a0050_segment_03_spectrogram,0
a0050_segment_04_spectrogram,0
a0050_segment_05_spectrogram,0
a0050_segment_06_spectrogram,0
a0050_segment_07_spectrogram,0
a0050_segment_08_spectrogram,0
a0050_segment_09_spectrogram,0
a0051_segment_00_spectrogram,1
a0051_segment_01_spectrogram,1
a0051_segment_02_spectrogram,1
a0051_segment_03_spectrogram,1
a0051_segment_04_spectrogram,1
a0051_segment_05_spectrogram,1
a0051_segment_06_spectrogram,1
a0051_segment_07_spectrogram,1
a0051_segment_08_spectrogram,1
a0051_segment_09_spectrogram,1
a0052_segment_00_spectrogram,1
a0052_segment_01_spectrogram,1
a0052_segment_02_spectrogram,1
a0052_segment_03_spectrogram,1
a0052_segment_04_spectrogram,1
a0052_segment_05_spectrogram,1
a0052_segment_06_spectrogram,1
a0052_segment_07_spectrogram,1
a0052_segment_08_spectrogram,1
a0052_segment_09_spectrogram,1
a0053_segment_00_spectrogram,0
a0053_segment_01_spectrogram,0
a0053_segment_02_spectrogram,0
a0053_segment_03_spectrogram,0
a0053_segment_04_spectrogram,0
a0053_segment_05_spectrogram,0
a0053_segment_06_spectrogram,0
a0053_segment_07_spectrogram,0
a0053_segment_08_spectrogram,0
a0053_segment_09_spectrogram,0
a0054_segment_00_spectrogram,1
a0054_segment_01_spectrogram,1
a0054_segment_02_spectrogram,1
a0054_segment_03_spectrogram,1
a0054_segment_04_spectrogram,1
a0054_segment_05_spectrogram,1
a0054_segment_06_spectrogram,1
a0054_segment_07_spectrogram,1
a0054_segment_08_spectrogram,1
a0054_segment_09_spectrogram,1
a0055_segment_00_spectrogram,0
a0055_segment_01_spectrogram,0
a0055_segment_02_spectrogram,0
a0055_segment_03_spectrogram,0
a0055_segment_04_spectrogram,0
a0055_segment_05_spectrogram,0
a0055_segment_06_spectrogram,0
a0055_segment_07_spectrogram,0
a0055_segment_08_spectrogram,0
a0055_segment_09_spectrogram,0
a0056_segment_00_spectrogram,1
a0056_segment_01_spectrogram,1
a0056_segment_02_spectrogram,1
a0056_segment_03_spectrogram,1
a0056_segment_04_spectrogram,1
a0056_segment_05_spectrogram,1
a0056_segment_06_spectrogram,1
a0056_segment_07_spectrogram,1
a0056_segment_08_spectrogram,1
a0056_segment_09_spectrogram,1
a0057_segment_00_spectrogram,1
a0057_segment_01_spectrogram,1
a0057_segment_02_spectrogram,1
a0057_segment_03_spectrogram,1
a0057_segment_04_spectrogram,1
a0057_segment_05_spectrogram,1
a0057_segment_06_spectrogram,1
a0057_segment_07_spectrogram,1
a0057_segment_08_spectrogram,1
a0057_segment_09_spectrogram,1
a0058_segment_00_spectrogram,1
a0058_segment_01_spectrogram,1
a0058_segment_02_spectrogram,1
a0058_segment_03_spectrogram,1
a0058_segment_04_spectrogram,1
a0058_segment_05_spectrogram,1
a0058_segment_06_spectrogram,1
a0059_segment_00_spectrogram,1
a0059_segment_01_spectrogram,1
a0059_segment_02_spectrogram,1
a0059_segment_03_spectrogram,1
a0059_segment_04_spectrogram,1
a0059_segment_05_spectrogram,1
a0059_segment_06_spectrogram,1
a0059_segment_07_spectrogram,1
a0059_segment_08_spectrogram,1
a0059_segment_09_spectrogram,1
a0060_segment_00_spectrogram,1
a0060_segment_01_spectrogram,1
a0060_segment_02_spectrogram,1
a0060_segment_03_spectrogram,1
a0060_segment_04_spectrogram,1
a0060_segment_05_spectrogram,1
a0060_segment_06_spectrogram,1
a0060_segment_07_spectrogram,1
a0060_segment_08_spectrogram,1
a0060_segment_09_spectrogram,1
a0061_segment_00_spectrogram,1
a0061_segment_01_spectrogram,1
a0061_segment_02_spectrogram,1
a0061_segment_03_spectrogram,1
a0061_segment_04_spectrogram,1
a0061_segment_05_spectrogram,1
a0061_segment_06_spectrogram,1
a0061_segment_07_spectrogram,1
a0061_segment_08_spectrogram,1
a0061_segment_09_spectrogram,1
a0062_segment_00_spectrogram,1
a0062_segment_01_spectrogram,1
a0062_segment_02_spectrogram,1
a0062_segment_03_spectrogram,1
a0062_segment_04_spectrogram,1
a0062_segment_05_spectrogram,1
a0062_segment_06_spectrogram,1
a0062_segment_07_spectrogram,1
a0062_segment_08_spectrogram,1
a0062_segment_09_spectrogram,1
a0063_segment_00_spectrogram,1
a0063_segment_01_spectrogram,1
a0063_segment_02_spectrogram,1
a0063_segment_03_spectrogram,1
a0063_segment_04_spectrogram,1
a0063_segment_05_spectrogram,1
a0063_segment_06_spectrogram,1
a0063_segment_07_spectrogram,1
a0063_segment_08_spectrogram,1
a0063_segment_09_spectrogram,1
a0064_segment_00_spectrogram,1
a0064_segment_01_spectrogram,1
a0064_segment_02_spectrogram,1
a0064_segment_03_spectrogram,1
a0064_segment_04_spectrogram,1
a0064_segment_05_spectrogram,1
a0064_segment_06_spectrogram,1
a0064_segment_07_spectrogram,1
a0064_segment_08_spectrogram,1
a0064_segment_09_spectrogram,1
a0065_segment_00_spectrogram,1
a0065_segment_01_spectrogram,1
a0065_segment_02_spectrogram,1
a0065_segment_03_spectrogram,1
a0065_segment_04_spectrogram,1
a0065_segment_05_spectrogram,1
a0065_segment_06_spectrogram,1
a0065_segment_07_spectrogram,1
a0065_segment_08_spectrogram,1
a0065_segment_09_spectrogram,1
a0066_segment_00_spectrogram,1
a0066_segment_01_spectrogram,1
a0066_segment_02_spectrogram,1
a0066_segment_03_spectrogram,1
a0066_segment_04_spectrogram,1
a0066_segment_05_spectrogram,1
a0066_segment_06_spectrogram,1
a0066_segment_07_spectrogram,1
a0066_segment_08_spectrogram,1
a0066_segment_09_spectrogram,1
a0067_segment_00_spectrogram,1
a0067_segment_01_spectrogram,1
a0067_segment_02_spectrogram,1
a0067_segment_03_spectrogram,1
a0067_segment_04_spectrogram,1
a0067_segment_05_spectrogram,1
a0067_segment_06_spectrogram,1
a0068_segment_00_spectrogram,0
a0068_segment_01_spectrogram,0
a0068_segment_02_spectrogram,0
a0068_segment_03_spectrogram,0
a0068_segment_04_spectrogram,0
a0068_segment_05_spectrogram,0
a0068_segment_06_spectrogram,0
a0068_segment_07_spectrogram,0
a0068_segment_08_spectrogram,0
a0068_segment_09_spectrogram,0
a0069_segment_00_spectrogram,0
a0069_segment_01_spectrogram,0
a0069_segment_02_spectrogram,0
a0069_segment_03_spectrogram,0
a0069_segment_04_spectrogram,0
a0069_segment_05_spectrogram,0
a0069_segment_06_spectrogram,0
a0069_segment_07_spectrogram,0
a0069_segment_08_spectrogram,0
a0069_segment_09_spectrogram,0
a0070_segment_00_spectrogram,0
a0070_segment_01_spectrogram,0
a0070_segment_02_spectrogram,0
a0070_segment_03_spectrogram,0
a0070_segment_04_spectrogram,0
a0070_segment_05_spectrogram,0
a0070_segment_06_spectrogram,0
a0070_segment_07_spectrogram,0
a0070_segment_08_spectrogram,0
a0070_segment_09_spectrogram,0
a0071_segment_00_spectrogram,0
a0071_segment_01_spectrogram,0
a0071_segment_02_spectrogram,0
a0071_segment_03_spectrogram,0
a0071_segment_04_spectrogram,0
a0071_segment_05_spectrogram,0
a0071_segment_06_spectrogram,0
a0071_segment_07_spectrogram,0
a0071_segment_08_spectrogram,0
a0071_segment_09_spectrogram,0
a0072_segment_00_spectrogram,1
a0072_segment_01_spectrogram,1
a0072_segment_02_spectrogram,1
a0072_segment_03_spectrogram,1
a0072_segment_04_spectrogram,1
a0072_segment_05_spectrogram,1
a0072_segment_06_spectrogram,1
a0072_segment_07_spectrogram,1
a0072_segment_08_spectrogram,1
a0072_segment_09_spectrogram,1
a0073_segment_00_spectrogram,1
a0073_segment_01_spectrogram,1
a0073_segment_02_spectrogram,1
a0073_segment_03_spectrogram,1
a0073_segment_04_spectrogram,1
a0073_segment_05_spectrogram,1
a0073_segment_06_spectrogram,1
a0073_segment_07_spectrogram,1
a0073_segment_08_spectrogram,1
a0073_segment_09_spectrogram,1
a0074_segment_00_spectrogram,1
a0074_segment_01_spectrogram,1
a0074_segment_02_spectrogram,1
a0074_segment_03_spectrogram,1
a0074_segment_04_spectrogram,1
a0074_segment_05_spectrogram,1
a0074_segment_06_spectrogram,1
a0074_segment_07_spectrogram,1
a0074_segment_08_spectrogram,1
a0074_segment_09_spectrogram,1
a0075_segment_00_spectrogram,1
a0075_segment_01_spectrogram,1
a0075_segment_02_spectrogram,1
a0075_segment_03_spectrogram,1
a0075_segment_04_spectrogram,1
a0075_segment_05_spectrogram,1
a0075_segment_06_spectrogram,1
a0075_segment_07_spectrogram,1
a0075_segment_08_spectrogram,1
a0075_segment_09_spectrogram,1
a0076_segment_00_spectrogram,1
a0076_segment_01_spectrogram,1
a0076_segment_02_spectrogram,1
a0076_segment_03_spectrogram,1
a0076_segment_04_spectrogram,1
a0076_segment_05_spectrogram,1
a0076_segment_06_spectrogram,1
a0076_segment_07_spectrogram,1
a0076_segment_08_spectrogram,1
a0076_segment_09_spectrogram,1
a0077_segment_00_spectrogram,1
a0077_segment_01_spectrogram,1
a0077_segment_02_spectrogram,1
a0077_segment_03_spectrogram,1
a0077_segment_04_spectrogram,1
a0077_segment_05_spectrogram,1
a0077_segment_06_spectrogram,1
a0077_segment_07_spectrogram,1
a0077_segment_08_spectrogram,1
a0077_segment_09_spectrogram,1
a0078_segment_00_spectrogram,1
a0078_segment_01_spectrogram,1
a0078_segment_02_spectrogram,1
a0078_segment_03_spectrogram,1
a0078_segment_04_spectrogram,1
a0078_segment_05_spectrogram,1
a0078_segment_06_spectrogram,1
a0078_segment_07_spectrogram,1
a0078_segment_08_spectrogram,1
a0078_segment_09_spectrogram,1
a0079_segment_00_spectrogram,1
a0079_segment_01_spectrogram,1
a0079_segment_02_spectrogram,1
a0079_segment_03_spectrogram,1
a0079_segment_04_spectrogram,1
a0079_segment_05_spectrogram,1
a0079_segment_06_spectrogram,1
a0079_segment_07_spectrogram,1
a0079_segment_08_spectrogram,1
a0079_segment_09_spectrogram,1
a0080_segment_00_spectrogram,0
a0080_segment_01_spectrogram,0
a0080_segment_02_spectrogram,0
a0080_segment_03_spectrogram,0
a0080_segment_04_spectrogram,0
a0080_segment_05_spectrogram,0
a0080_segment_06_spectrogram,0
a0080_segment_07_spectrogram,0
a0080_segment_08_spectrogram,0
a0080_segment_09_spectrogram,0
a0081_segment_00_spectrogram,0
a0081_segment_01_spectrogram,0
a0081_segment_02_spectrogram,0
a0081_segment_03_spectrogram,0
a0081_segment_04_spectrogram,0
a0081_segment_05_spectrogram,0
a0081_segment_06_spectrogram,0
a0081_segment_07_spectrogram,0
a0081_segment_08_spectrogram,0
a0081_segment_09_spectrogram,0
a0082_segment_00_spectrogram,1
a0082_segment_01_spectrogram,1
a0082_segment_02_spectrogram,1
a0082_segment_03_spectrogram,1
a0082_segment_04_spectrogram,1
a0082_segment_05_spectrogram,1
a0082_segment_06_spectrogram,1
a0082_segment_07_spectrogram,1
a0082_segment_08_spectrogram,1
a0082_segment_09_spectrogram,1
a0083_segment_00_spectrogram,1
a0083_segment_01_spectrogram,1
a0083_segment_02_spectrogram,1
a0083_segment_03_spectrogram,1
a0083_segment_04_spectrogram,1
a0083_segment_05_spectrogram,1
a0083_segment_06_spectrogram,1
a0083_segment_07_spectrogram,1
a0083_segment_08_spectrogram,1
a0083_segment_09_spectrogram,1
a0084_segment_00_spectrogram,1
a0084_segment_01_spectrogram,1
a0084_segment_02_spectrogram,1
a0084_segment_03_spectrogram,1
a0084_segment_04_spectrogram,1
a0084_segment_05_spectrogram,1
a0084_segment_06_spectrogram,1
a0084_segment_07_spectrogram,1
a0084_segment_08_spectrogram,1
a0084_segment_09_spectrogram,1
